{12563056728674069899ULL,11131786565529301699ULL,},
{3059729829507064249ULL,11012250541973059323ULL,},
{16968101345193270805ULL,10076915697164816245ULL,},
{13548070753120325794ULL,14690106731541372035ULL,},
{4435448055877378161ULL,17398210403056725310ULL,},
{14527104126486732474ULL,13458449763273163571ULL,},
{1717577926597994347ULL,14122705094303442220ULL,},
{17403711952248340513ULL,3646337448527828486ULL,},
{2778420310310486446ULL,10915213967638583318ULL,},
{8134774280639016868ULL,2873696920577228599ULL,},
{3208680396969502565ULL,255899476295322932ULL,},
{16756653867986306462ULL,9174218594449459973ULL,},
{10858818823628069319ULL,941415097266639527ULL,},
{11228981147152966090ULL,5206000970706239618ULL,},
{1194579796753082304ULL,4131702704587950066ULL,},
{17148328487168386986ULL,15355480964405352574ULL,},
{9782466779745884766ULL,7635667751407785203ULL,},
{14184768311434462137ULL,6211986325076449445ULL,},
{8420736572331161526ULL,8448150267039337410ULL,},
{14830537298076277289ULL,3321796518175949765ULL,},
},
{{6916347569864179104ULL,16338480038973466410ULL,},
{7583477715039508970ULL,8303117229749830794ULL,},
{6288713718520348902ULL,4636557547643672999ULL,},
{11404180934177665502ULL,14412085906713169593ULL,},
{2529505226652610348ULL,11604591201212325701ULL,},
{8834807115256378866ULL,13991286986729096757ULL,},
{17539946549305053514ULL,9267542010910631146ULL,},
{2900541089135502314ULL,6209147179258277385ULL,},
{12479073002883551096ULL,7404053372741057260ULL,},
{4192449398083162221ULL,15390485465365276930ULL,},
{2871674669646732143ULL,14727759009475773498ULL,},
{4455989666407877419ULL,14908823623888821831ULL,},
{10973671696686013928ULL,1671504585048546963ULL,},
{15593920362790870172ULL,6775735419265357284ULL,},
{2268508766847066247ULL,16894982377787752939ULL,},
{17785079366715108679ULL,14793141295472341824ULL,},
{6777385215174028158ULL,17280445234247134258ULL,},
{5360350397284601347ULL,5200356230865834866ULL,},
{14337769204674947481ULL,1112461102549107277ULL,},
{2275596316894572364ULL,16402080651022187996ULL,},
{3307042355301049829ULL,17937164296558066533ULL,},
{3722126508853957456ULL,15176093658787715049ULL,},
{9545327386640679692ULL,1979901338603452546ULL,},
{3075915116943274422ULL,7405858720699789080ULL,},
{6139880045595341694ULL,15184618727149672973ULL,},
{17134814017297534794ULL,17936628749523059005ULL,},
{3982671104767742484ULL,10184484027545007164ULL,},
{5669694112612176922ULL,2318974709197949542ULL,},
{12074611569887170053ULL,9078448935815345521ULL,},
{14631262862107589458ULL,4183485298159556994ULL,},
{17291844652493075681ULL,4180143026108517496ULL,},
{18030623309937084777ULL,6883081806117665282ULL,},
},
{{14981702938743769259ULL,9939130809466889305ULL,},
{11835110727142839436ULL,17948951042236220154ULL,},
{16598128598104044626ULL,3408494839732421135ULL,},
{14389695371214517906ULL,15760385435836214142ULL,},
{13411718007737435541ULL,9942672106100458073ULL,},
{13058618535728268820ULL,17115754627107718000ULL,},
{14822840629378358848ULL,8261360467950602754ULL,},
{11070858036114861286ULL,8792275900399258905ULL,},
{10021741803414384457ULL,9397560856719254320ULL,},
{17383719698947575532ULL,11666988851290272200ULL,},
{8019778731797953156ULL,13711437719957293500ULL,},
{11361191021095153201ULL,17436737696734870697ULL,},
{5719037658118530374ULL,13893538011856847866ULL,},
{618500523910868978ULL,8948123791717944570ULL,},
{3574212648905184781ULL,15995042138900050098ULL,},
{17044405585407002153ULL,16620129621221855889ULL,},
{17552733100971865249ULL,440620093734095703ULL,},
{15072046443184906328ULL,3987564189899406058ULL,},
{4110161717328258302ULL,13869640770429848023ULL,},
{9046714977251797788ULL,4672893741161184262ULL,},
{14449265053526871967ULL,6456950796485317298ULL,},
{6006033253610231661ULL,5080299360447817990ULL,},
{116260371359669504ULL,8809758813585760930ULL,},
{9299788742151038083ULL,15144964972881936160ULL,},
{2088788637839387067ULL,16174407901674999074ULL,},
{5370236082178981427ULL,15474792598858432488ULL,},
{14217397258839116463ULL,15115981125872649514ULL,},
{9472129038194769044ULL,13056997206985451278ULL,},
{14253533873619527376ULL,7776476405390626709ULL,},
{18061343368944753173ULL,4752192060504084982ULL,},
{105890891000391824ULL,8960202084606850315ULL,},
{11088290050264224809ULL,8084841221600185655ULL,},
},
{{16477211931851416795ULL,16111989546930697421ULL,},
{17749413075380737775ULL,16541771517683531893ULL,},
{11013247189518141572ULL,16256184399296993648ULL,},
{953536014450136025ULL,16325524286348543909ULL,},
{4660884049785336126ULL,18092421884909999463ULL,},
{846345037563961238ULL,12692256370702765500ULL,},
{14024205790295832646ULL,11653825967399338637ULL,},
{4799070136714896629ULL,13321147847187387524ULL,},
{10603545822571612127ULL,7447553031426903903ULL,},
{111655518403153095ULL,14365736662823133989ULL,},
{11297641954200166435ULL,9804425512485243432ULL,},
{4466320225890646899ULL,5395942848411662382ULL,},
{17306611345952630797ULL,10860574534370705807ULL,},
{11055979586086351016ULL,16949814564851061363ULL,},
{909949134822344586ULL,9436669952165151228ULL,},
{8637272578495659756ULL,5773158919683800508ULL,},
{17046312467292223021ULL,11251623227569590766ULL,},
{15937450362269237442ULL,15577786434756205754ULL,},
{15943514685081197776ULL,16287897364761613606ULL,},
{16380504615268366094ULL,11446682334973902990ULL,},
{16532790232882665290ULL,6249556648864304203ULL,},
{11780338328998648736ULL,13794664149052862840ULL,},
{18022173032701876845ULL,4890007940278145657ULL,},
{1316060115213145531ULL,1659756901370276078ULL,},
{8791154694597057536ULL,8518536079570816420ULL,},
{12249605846712813712ULL,14663009528094597933ULL,},
{12939508419728715971ULL,9671708612143043469ULL,},
{3939673021998869903ULL,5719549456873893966ULL,},
{14957000759921793673ULL,7611272577934982026ULL,},
{7280541530943081686ULL,3070876154863939583ULL,},
{3268559676343457321ULL,17674270200103133867ULL,},
{7756171734813786290ULL,7496605446981860341ULL,},
},
{{14728182448188026721ULL,11176667618534769608ULL,},
{12954768739343746214ULL,9105071200629961686ULL,},
{2560965112272236992ULL,13895644010865388198ULL,},
{17034036869208460988ULL,15157148759593186336ULL,},
{6801744261823548568ULL,16264104582102324316ULL,},
{12664662652354677994ULL,10246061102580096284ULL,},
{3081932202441067285ULL,15387954457098583490ULL,},
{2062074643315697911ULL,10821400315772010945ULL,},
{12610952803988989427ULL,13353689282189161870ULL,},
{14463647982087910370ULL,5418744250203842506ULL,},
{6853702789204388605ULL,8137150047946758534ULL,},
{4302444243887837083ULL,11748543449438753325ULL,},
{14076226474336502288ULL,7660964435993224487ULL,},
{7594201727373245443ULL,4535877295964429877ULL,},
{4282987430586046554ULL,18120480432217433463ULL,},
{2489373789523878114ULL,15555183368444490477ULL,},
{11662024750621785644ULL,10340247283954982486ULL,},
{5788475496105628891ULL,17148002679563642548ULL,},
{7351089052088813204ULL,12861001405025379143ULL,},
{4867912218472222847ULL,10953058423221401668ULL,},
{40910045649587221ULL,15168817479635544673ULL,},
{13502149693731968794ULL,8099562332474820445ULL,},
{3455151741112378094ULL,12028372389253375481ULL,},
{14830505402380316114ULL,7982898565077744287ULL,},
{1852768627783110629ULL,7319253741008261183ULL,},
{4263865599385962358ULL,14532488524359950795ULL,},
{4499237544728802140ULL,14763880273183546284ULL,},
{13716145760143208703ULL,15055670759382809593ULL,},
{12041155104608573468ULL,9177282032252777013ULL,},
{10518139558586137528ULL,16186530181070622581ULL,},
{3380412898112259198ULL,18176111527713838630ULL,},
{18207759022654868132ULL,7044886166852817640ULL,},
},
{{10423283172585745908ULL,16422053337784032541ULL,},
{1456100503365286556ULL,5748022350320753942ULL,},
{4872769911200655736ULL,10614743687194435520ULL,},
{11168566342430021778ULL,206153436325313523ULL,},
{16361944139984739537ULL,13968676104930197856ULL,},
{11349415169918220775ULL,11834085300834084252ULL,},
{17421703821009127417ULL,17460234934242499833ULL,},
{4146827433560528564ULL,3061864590558014846ULL,},
{3131374891696545729ULL,13296612567184212605ULL,},
{12726180836516955865ULL,5347442193455619411ULL,},
{7732112556447300204ULL,5554114292308720717ULL,},
{4543506570245385213ULL,8151843861981798394ULL,},
{8725864314767958185ULL,11059595517068120440ULL,},
{3830095007630504770ULL,10010160038069186463ULL,},
{1128815923706399856ULL,11031751862980435198ULL,},
{5545777917186786744ULL,14559132264676304201ULL,},
{8411197463841352678ULL,3366270732326157065ULL,},
{4974033929710457553ULL,7889770047184135273ULL,},
{12501122500854377282ULL,9520255222892081971ULL,},
{12656053130126978991ULL,7748011250148118946ULL,},
{14820432956945412378ULL,16046187106491862130ULL,},
{8114845651175817153ULL,12644907820551900862ULL,},
{4597731789097531117ULL,18262467730602594689ULL,},
{419785583511531433ULL,10687122760688288679ULL,},
{18168209806318940647ULL,4771900079721737634ULL,},
{8161062650374241592ULL,3823818554197633502ULL,},
{13935969621893202788ULL,10183206586032117273ULL,},
{7680957274276903872ULL,5100859621703423722ULL,},
{7344828448785672892ULL,18036452127653869574ULL,},
{17132818879663207546ULL,7260801046905866629ULL,},
{9983536562361374383ULL,6562476600509775526ULL,},
{7414292953027537213ULL,1006819670327416528ULL,},
},
{{3236294638832036852ULL,13778762108819718403ULL,},
{15546444858430727611ULL,10324500951325293431ULL,},
{17177361902063695905ULL,10611421355645168062ULL,},
{8190527655058854885ULL,788749497054882875ULL,},
{4761793803751458343ULL,6306973729213275811ULL,},
{1436208289172796463ULL,12475881139037622841ULL,},
{6132751526467791797ULL,4341264306178154629ULL,},
{7144283258951418776ULL,3448812384496644028ULL,},
{13704824351492371574ULL,10301372356930697985ULL,},
{13828804629997340522ULL,12580928795382064805ULL,},
{8602839437348274721ULL,7157679896238805435ULL,},
{2994227418174634438ULL,1721860026975945850ULL,},
{15013895524582168882ULL,12733374623542325369ULL,},
{14968002702293597934ULL,10258908149776208244ULL,},
{3199648385799713186ULL,15855401731242190306ULL,},
{8954005753827279599ULL,15193318180491167229ULL,},
{5227903770228983868ULL,10320802002014394678ULL,},
{8176119619665975536ULL,12594522608828674063ULL,},
{14665250301071371925ULL,10592437699889117795ULL,},
{7225935033756794023ULL,3304582196116158623ULL,},
{12528299951483582310ULL,9329634986838644383ULL,},
{14373655090771552850ULL,7976933957742614386ULL,},
{15986028771608504170ULL,17287716608593844334ULL,},
{7755297451155558676ULL,8719583328618413438ULL,},
{16544931351618441964ULL,8176599902012208174ULL,},
{15921192635939883930ULL,247920027091622063ULL,},
{11229001800578429820ULL,5805881031883837314ULL,},
{1243829627593856709ULL,9653016433773408149ULL,},
{7766420738082750449ULL,6321482560363465753ULL,},
{16388576986573863348ULL,15702993600891361600ULL,},
{5859270033511187544ULL,7856541374852997204ULL,},
{12294570663057519350ULL,18275527266930699615ULL,},
},
{{16631896333713740026ULL,7059496073223756539ULL,},
{3742468877872779471ULL,2593082218638004363ULL,},
{15590582962543044399ULL,245235898325654371ULL,},
{3824738257065226594ULL,16586207278097148337ULL,},
{4799930764201897153ULL,15418012416275790308ULL,},
{7784503031796387426ULL,13641824816947760270ULL,},
{4804538015330759844ULL,15285265812280711443ULL,},
{7737626797301738501ULL,18131991237026986075ULL,},
{3688007436490587424ULL,2014284102070380645ULL,},
{12861689926586032643ULL,13449436966551821341ULL,},
{2008600310480678680ULL,4340923950804603916ULL,},
{13412043641201948398ULL,206548875254444772ULL,},
{6056744214075478400ULL,17274115375151478327ULL,},
{7372597835531914437ULL,17871286864767457125ULL,},
{6412958762379371496ULL,12916348852084194803ULL,},
{7151956389551984954ULL,15169352956543399604ULL,},
{15624788160768425073ULL,14163713304628494188ULL,},
{4385676661379515115ULL,16649092525706424922ULL,},
{3611970377409930800ULL,4349873968695075009ULL,},
{11309549629363209522ULL,6494867087902976935ULL,},
{4363032946159341916ULL,10242054653842233244ULL,},
{4386031157575330073ULL,12587430845753388832ULL,},
{6546070015562359760ULL,16462112421426836524ULL,},
{12179004734803718987ULL,15292125193099919180ULL,},
{3661189814047487562ULL,8708678220241252562ULL,},
{7129498164333561761ULL,4026364724343711260ULL,},
{12532354016685186606ULL,7515323071795276904ULL,},
{8806075498708453188ULL,5868953251482072947ULL,},
{18361989134179731253ULL,759054636311500212ULL,},
{843282893906044670ULL,5979231191475723889ULL,},
{8945121181836925182ULL,6637677141754590045ULL,},
{5564130620332168038ULL,5057577102138370874ULL,},
},
{{1939776070153236732ULL,4173068976340131780ULL,},
{6864306057040066816ULL,2229704229897911773ULL,},
{5990464123200987318ULL,12966535374403168122ULL,},
{9617383516843057999ULL,8531747009501136853ULL,},
{8288776561045187497ULL,2501281527798450670ULL,},
{3144181762245555588ULL,15937074012216715700ULL,},
{16664129553861873992ULL,9835146395190492159ULL,},
{14961556609230187258ULL,6585496213750671588ULL,},
{290687131925235135ULL,10559337771846052194ULL,},
{17381174828689719256ULL,8556235326159662940ULL,},
{17075393875161979690ULL,12072841364926990781ULL,},
{18100147918352524585ULL,4653667272517466844ULL,},
{13846604391152757343ULL,16765830579616450608ULL,},
{17875024839570885099ULL,2881788096204392140ULL,},
{8686248429482082095ULL,7057887458923214851ULL,},
{17143043729514728795ULL,17670615627788550274ULL,},
{11667556172724558742ULL,9523612222037171853ULL,},
{1774516098264654616ULL,12180742901156826538ULL,},
{13051510094427427469ULL,3048932046736249473ULL,},
{4857873671242029063ULL,7774630879234239424ULL,},
{16475833807916084044ULL,8778054278537149337ULL,},
{15901132802682749460ULL,5016190836734159475ULL,},
{14303056871057420476ULL,8125286560300458918ULL,},
{7785326929335411146ULL,3443074036134487686ULL,},
{12741825279738852947ULL,17897247562882575240ULL,},
{14191100740044275566ULL,14293736779176218417ULL,},
{8441441199317819643ULL,7193068144643331541ULL,},
{9853575688028347961ULL,9102396760686051010ULL,},
{12114582079236011322ULL,7116043922804053945ULL,},
{14687332627524589185ULL,11153261854877602457ULL,},
{11316707687365743289ULL,1730051964810820349ULL,},
{17521727532217098127ULL,5880189108118970946ULL,},
},
{{12963356698967532912ULL,15230667564916908091ULL,},
{1239652804933311839ULL,13101297557222258348ULL,},
{6507012622028672695ULL,16312194350664979497ULL,},
{13144843345343339945ULL,14877626395813011954ULL,},
{13332582828776144503ULL,10005926299519610404ULL,},
{11485802666741067050ULL,452968876010401481ULL,},
{10580730918931021110ULL,16385968115753276036ULL,},
{7169983087528993164ULL,10865813434473985135ULL,},
{5911601457948255020ULL,4437797809074774200ULL,},
{12329516526144497710ULL,9040758839331790416ULL,},
{11848679950662122884ULL,406923114933951227ULL,},
{550143013480903262ULL,11912283072890081293ULL,},
{13711176426371824627ULL,884951909071224451ULL,},
{17442914634830307437ULL,14881061280752991844ULL,},
{14090139515440256373ULL,2213041299713971641ULL,},
{1222991427703041914ULL,15829536991887324350ULL,},
{16877067404805531689ULL,4994694628421810191ULL,},
{1632463513494643563ULL,7338570557559277185ULL,},
{15652014353813121122ULL,4426096856520576071ULL,},
{10633549142335572251ULL,5161425663968480898ULL,},
{5352283636209373355ULL,8405304115021438695ULL,},
{57116359823340828ULL,16439043884189625896ULL,},
{3990923671799069716ULL,11748738741021935869ULL,},
{15245210287646888024ULL,214959028203224585ULL,},
{8620515599579678568ULL,11928223475295472071ULL,},
{946892593066985796ULL,16353809037169866618ULL,},
{10167094301979175186ULL,16073499057495113526ULL,},
{18280240524997118118ULL,3558057740082915652ULL,},
{15971911302862965658ULL,3890834049796805194ULL,},
{165375988845394271ULL,9428719593972123742ULL,},
{4749815545765221157ULL,15977460311728910547ULL,},
{12563008639414254443ULL,6630850821376188571ULL,},
},
{{2508110507187388265ULL,17327118022178542950ULL,},
{3851381660951440905ULL,15988564477360535391ULL,},
{7611608826960418188ULL,11988943828490172181ULL,},
{9889027969083121580ULL,11229671663361652307ULL,},
{7310262224533038359ULL,1358522403205297365ULL,},
{5530420255655522797ULL,9197110586942641680ULL,},
{13783433169330907469ULL,1201835835662927997ULL,},
{9622174225523750033ULL,12295370549155079946ULL,},
{6309143962105615982ULL,2348760111272281450ULL,},
{5876814765385865128ULL,501942472496329113ULL,},
{7810403673141768295ULL,3942207037992871207ULL,},
{4368313673224796238ULL,491299378722638866ULL,},
{247854194866567757ULL,16245225961666751176ULL,},
{17810800910355578619ULL,5219932648135319863ULL,},
{395185426920404430ULL,2338119729732135673ULL,},
{6814396853952796884ULL,2321331962291334286ULL,},
{2972417282059267891ULL,3972726006333326327ULL,},
{718136202088725575ULL,15648020307087749054ULL,},
{9878459582154331883ULL,6525118445974790011ULL,},
{8955848728670699139ULL,18388873589567997428ULL,},
{10218216115940428450ULL,8561533789868011939ULL,},
{4983089003606407088ULL,5026022769397900822ULL,},
{17781955015279978768ULL,15302752873864263510ULL,},
{17489793917251231053ULL,3929342920581589599ULL,},
{2921346646446500772ULL,12998751230443923865ULL,},
{12410559993253638418ULL,6841556130517104622ULL,},
{13224073884668057722ULL,7649360443684438524ULL,},
{17685700374393574220ULL,17632972818085137483ULL,},
{18431984763758520068ULL,12982986513881952562ULL,},
{10382188686514694765ULL,15194371169198326479ULL,},
{10604390525398898883ULL,9030436744050464198ULL,},
{16962958901209730453ULL,18375300662061406174ULL,},
},
{{18080364853343653164ULL,15918757372888724610ULL,},
{1764036655702310917ULL,6506797451808402638ULL,},
{12517514932599923184ULL,9091614250538942183ULL,},
{11584835264037628203ULL,450947977395118636ULL,},
{17340379684584168917ULL,7950974869272832116ULL,},
{4210410810341739883ULL,11934023099489742385ULL,},
{16513519528114142256ULL,1683298742441775125ULL,},
{5914809414191983693ULL,1399092411422666953ULL,},
{3230079886044963364ULL,13004885294925997307ULL,},
{1823662483585982656ULL,11239856003926713347ULL,},
{6726664231540868940ULL,7822399298954794516ULL,},
{5369832371733571775ULL,9721637921599280884ULL,},
{7079932071402147246ULL,1912794292853804458ULL,},
{17052822828152836891ULL,13302802257371851406ULL,},
{14784916725169353961ULL,18342376345672792176ULL,},
{15332494820994041938ULL,4207819623844354712ULL,},
{15931836931606376637ULL,14513525531517346999ULL,},
{2096196943886461762ULL,9768050814189545323ULL,},
{1557078091305393547ULL,18297753001216137713ULL,},
{6293422764341810433ULL,3028696110634889844ULL,},
{12156550422097987427ULL,16900584375888861817ULL,},
{13555937320481061819ULL,8375783139057376104ULL,},
{17865524965218335303ULL,15028142046117427782ULL,},
{12142187420049965741ULL,12293215738236829595ULL,},
{5701054086901852208ULL,15522027936245423543ULL,},
{9166929397356824886ULL,8019907880210360348ULL,},
{14926079154931532308ULL,14711294294069442146ULL,},
{5817528339812951495ULL,16383002523638828399ULL,},
{567845128751294187ULL,1148179967614523933ULL,},
{11527883056486641833ULL,13507299075633405966ULL,},
{3594100687754311640ULL,13178587002013521777ULL,},
{3812709892464325147ULL,9311311343338112553ULL,},
},
{{2901596511685672935ULL,4695534647134988810ULL,},
{16833726000443633723ULL,15790561828496117474ULL,},
{8645343477723570146ULL,12741236763091076539ULL,},
{1721472798910438370ULL,14968931778229954095ULL,},
{15926686739660882341ULL,14172197803945272523ULL,},
{6118217460288594154ULL,3432888240940449258ULL,},
{7688848604830354445ULL,16278640433187873177ULL,},
{2819523314798621602ULL,5293745098763402123ULL,},
{7500676614287692156ULL,1726495214909331982ULL,},
{17557504919692963141ULL,9263512773602129229ULL,},
{9175682929199338364ULL,12338656766692752566ULL,},
{17735118898886031125ULL,14831329217008287248ULL,},
{400835345719835988ULL,11628885988123395763ULL,},
{1797438175211170367ULL,9251274415858046277ULL,},
{13457463561287106845ULL,9459387573970927194ULL,},
{13685802306421768758ULL,18036703702199978194ULL,},
{3404477650875592448ULL,16388179011588521014ULL,},
{7570201088005706225ULL,12745210166531239134ULL,},
{16596847373563251163ULL,10571280608556474999ULL,},
{543358607348607629ULL,12315674507867494627ULL,},
{6352821500913019053ULL,9545296600355906506ULL,},
{7416755229210015800ULL,15889194708331663904ULL,},
{5834567257279005792ULL,16052776819113088524ULL,},
{16316724788270819569ULL,3275972514382856891ULL,},
{17610385262403019407ULL,5924782515878955068ULL,},
{3433397369463532082ULL,2567420443604759823ULL,},
{4727936746123643659ULL,3278587730737611781ULL,},
{1215434739199641176ULL,2649797945876080585ULL,},
{10822606344915248650ULL,8015694627316220425ULL,},
{4311751645906927406ULL,6312917823707354063ULL,},
{14906690834615518327ULL,16211930824842199103ULL,},
{17184807551087194306ULL,11310761429927808923ULL,},
},
{{7975313970973931654ULL,1522104518123825451ULL,},
{15452700182198272037ULL,17295552899100069406ULL,},
{12637111870175068132ULL,1082636292432691706ULL,},
{10645235736735967569ULL,10426155946307521749ULL,},
{3499438223454462078ULL,16173224125145349618ULL,},
{10699093667725951928ULL,9616980570327311833ULL,},
{9424386195311340533ULL,10125051051180175434ULL,},
{4148248639990591006ULL,14511256025213315126ULL,},
{16610965798032499216ULL,11008080029734678888ULL,},
{6167522386915655214ULL,10595973206945944517ULL,},
{17642858477570999099ULL,12456594020710890050ULL,},
{7051776364009956939ULL,9598178994281366714ULL,},
{2873514589482697650ULL,8686884047349907118ULL,},
{5712190535636477276ULL,5829963848160602458ULL,},
{2545086113865220429ULL,3069034691530358908ULL,},
{15292923767511225892ULL,2253955794380941939ULL,},
{349320380721925635ULL,7465193741030890372ULL,},
{15602000014791179044ULL,8011411745522619669ULL,},
{7421111983758941412ULL,9432255033593985973ULL,},
{814262312865752080ULL,8616791156852670391ULL,},
{13271399108703389156ULL,12843365406798727874ULL,},
{13332824460141801111ULL,5999731878225368651ULL,},
{7635029483902032023ULL,2228692785386797706ULL,},
{959613059616579517ULL,17527409534905565740ULL,},
{18121989577474060734ULL,3415238223476219447ULL,},
{14776398867739432188ULL,4888818904387475204ULL,},
{7203701633098588729ULL,12942171143462885882ULL,},
{15363995538150094838ULL,9108621458362237243ULL,},
{8816487845094282954ULL,4251943383032766568ULL,},
{2236010870502919445ULL,2971268171381664134ULL,},
{10252690621555103445ULL,16085619399650541650ULL,},
{3458549484108112682ULL,9541652340740704979ULL,},
},
{{1603797537012660208ULL,14615136572308630983ULL,},
{959088584837216654ULL,11207934832293591028ULL,},
{12716442973021488517ULL,12011659437744622936ULL,},
{11718921820984497571ULL,13483211776755887049ULL,},
{7669744072268792434ULL,10458804436097165012ULL,},
{12031535264909952973ULL,2362560242352349473ULL,},
{3659748724630600955ULL,8373647001196871023ULL,},
{7218939718724374544ULL,13164807690261373923ULL,},
{9991130677822171753ULL,14175670763314151065ULL,},
{17427808593197263939ULL,11448084518103455462ULL,},
{14420687411859347430ULL,11516169426006082052ULL,},
{3332464941280754673ULL,5692379376414706727ULL,},
{5979410572580736433ULL,11299942666105552884ULL,},
{10721798469467286399ULL,3693286948726700813ULL,},
{7936521281090242463ULL,14110374096013534905ULL,},
{4648212139028668042ULL,10944604328069589398ULL,},
{11056313991348316404ULL,4820537743635286907ULL,},
{9691143043514726569ULL,336730779530921277ULL,},
{2349429156792429233ULL,9856429520283932111ULL,},
{17955061215442710545ULL,13985019942423438575ULL,},
{9415703354919776363ULL,10083628224037367386ULL,},
{15820558826888141360ULL,6012557907053412219ULL,},
{5178203119166895088ULL,8099794501756970134ULL,},
{10820860135041274467ULL,9858770893527700216ULL,},
{9685158924933799639ULL,13612799210069895767ULL,},
{13375588024290872798ULL,716825423104988880ULL,},
{16166286539057093997ULL,2182629127129175816ULL,},
{4894084339857928867ULL,14457433142443474047ULL,},
{9182796110169693464ULL,9207887804179273636ULL,},
{16124853930690286575ULL,5272138645430381774ULL,},
{8631156211943500345ULL,1526080313682472230ULL,},
{4174150016486062230ULL,9755129085845000628ULL,},
},
};
}
#endif
